Netlist,LOFi1,LOFi2,LOFo1,LOFo2,PI
n6026,1,4,15,15,4
g25703,4,9,1,7,12
n6025,1,4,3,19,4
g25704,3,9,2,5,27
n6024,1,4,7,13,35
g25705,4,8,2,4,31
g25706,4,11,2,3,10
n6022,1,4,9,24,21
g25700,2,5,3,5,38
g25701,4,10,2,5,9
g25702,4,9,1,8,41
n6010,4,5,1,2,44
n6018,1,0,8,11,1
g25719,4,8,2,5,19
n6016,1,0,9,13,1
g25714,2,5,3,5,16
g25715,4,10,1,1,35
g25716,4,9,2,3,19
n6012,2,5,1,3,23
n6011,2,5,1,3,22
g25688,2,2,2,7,3
g25689,4,6,4,11,4
g25684,4,11,1,5,22
g24353,4,8,2,10,38
g25685,5,11,2,10,10
g24354,4,8,1,5,40
g24355,3,6,1,6,10
g25686,4,11,2,9,15
g25687,6,14,2,6,31
g24350,4,8,1,4,11
g25681,4,8,2,6,27
g24351,3,6,1,5,8
g25682,4,11,2,3,39
g24352,4,17,2,7,7
g25683,5,17,2,4,15
DFF_1225_n1,4,10,1,4,12
g25699,6,17,2,4,36
g25695,2,9,2,3,33
g25696,6,16,2,6,30
g25697,2,6,1,4,32
g25698,6,17,2,5,35
g25691,4,10,1,4,8
g25694,2,2,4,5,3
g25690,4,11,1,5,6
g25648,2,5,3,6,12
g25649,4,10,1,2,34
g26971,4,8,2,6,16
g26970,4,10,1,3,14
g25655,5,17,2,3,6
g25656,4,11,1,5,31
g25653,4,8,2,6,36
g25654,4,11,2,4,35
g25650,4,9,2,3,15
g12350,4,8,7,18,6
g24339,3,6,1,5,10
g24335,4,11,1,2,11
n3715,3,7,2,3,17
g23002,4,7,1,1,3
g24336,4,17,2,8,17
g25667,4,8,2,5,2
n3716,2,5,1,2,10
g25668,4,11,2,5,30
g24337,4,8,2,8,7
n3713,2,7,1,2,9
g25669,5,17,2,4,15
g24338,4,8,1,4,9
n3714,2,6,1,2,9
g25662,2,5,3,4,16
n3711,2,6,2,3,15
g25663,4,10,1,2,29
n3712,4,12,2,4,4
g25664,4,9,2,3,19
g24334,4,13,2,6,9
n3710,3,9,2,3,17
n3719,3,8,2,3,3
n3717,2,8,2,3,43
n3718,2,6,1,2,13
g12368,4,6,2,8,4
g25677,4,10,1,2,38
g24346,4,8,1,4,7
n3704,4,8,1,1,7
g25678,4,9,2,3,19
g24347,3,6,1,4,10
n3705,2,5,2,3,23
g24348,4,17,2,9,3
n3702,2,6,1,2,26
g24349,4,8,2,8,9
n3703,2,5,1,1,25
g24342,4,8,1,5,35
n3700,4,16,2,3,13
g24343,3,6,1,5,10
n3701,2,8,1,2,14
g24344,4,17,2,8,36
g25676,2,5,3,5,16
g24345,4,8,2,10,5
g25670,4,11,1,6,34
g24340,4,17,2,9,16
g24341,4,8,2,9,33
n3708,4,13,1,1,5
n3709,2,5,1,1,19
n3706,2,6,2,5,16
n3707,3,7,1,2,6
Tj_OUT2,2,8,0,0,11
Tj_OUT1,2,8,2,2,14
Tj_OUT4,2,8,1,1,16
Tj_OUT3,2,8,1,1,15
n3730,2,5,3,6,6
n2405,2,6,3,4,41
n3737,2,4,1,1,5
n2404,2,3,15,28,28
n3738,2,7,1,1,5
n2407,3,11,1,1,5
n3735,2,6,1,2,35
n2406,2,8,1,1,6
n3736,2,6,3,6,33
n2401,3,10,1,3,6
n3733,2,7,1,1,56
n2400,3,7,1,3,11
n3734,3,10,3,5,55
n2403,2,5,1,1,11
n3731,5,12,1,2,13
n2402,2,5,1,1,5
n3732,2,4,1,1,56
n2409,3,10,1,1,4
n2408,5,17,1,1,5
Tj_OUT5,2,8,1,1,15
n3739,3,10,3,5,4
n3726,3,3,1,2,2
n3727,3,9,1,2,7
n3724,2,6,2,2,3
n3725,2,5,1,1,13
n3722,3,8,2,3,21
n3723,2,5,1,1,8
n3720,3,8,2,3,21
n3721,3,8,2,3,23
n3728,2,6,1,2,11
n3729,2,6,3,4,16
g401,4,8,4,8,16
g4372,4,8,2,8,9
g4375,4,7,6,11,12
n3751,4,10,1,0,22
n3752,4,10,1,0,13
n2421,2,3,16,31,8
n2420,2,6,1,2,24
n3750,3,10,2,5,20
n2427,2,6,3,6,21
n3759,2,4,1,1,22
n2426,2,6,1,2,23
n2429,4,12,1,1,2
n3757,3,6,2,5,20
n2428,4,18,2,2,42
n3758,2,5,3,4,19
n2423,2,6,3,5,22
n3755,3,8,1,1,33
n2422,2,6,2,3,23
n3756,4,8,1,1,20
n2425,2,6,3,6,39
n3753,4,9,1,1,12
n2424,2,6,1,2,41
n3754,3,7,1,1,12
g3050,4,8,2,6,16
g405,4,8,6,11,14
g4382,4,8,3,7,5
g4388,4,8,4,8,3
n3740,2,6,1,2,29
n3741,2,6,3,6,27
n2410,4,13,1,1,6
n2416,2,2,8,12,2
n3748,3,12,2,3,30
n2415,2,5,1,1,12
n3749,2,7,1,2,22
n2418,2,6,1,2,42
n3746,3,8,1,1,21
n2417,2,4,3,4,3
n3747,2,8,1,1,34
n2412,3,12,1,1,24
n3744,2,6,1,2,14
n2411,2,8,1,1,5
n3745,2,6,3,6,12
n2414,3,7,1,1,3
n3742,2,6,1,2,32
n2413,4,13,1,1,4
n3743,3,9,3,6,30
g4392,4,7,5,11,9
n2419,2,6,3,6,40
g424,4,8,6,9,20
g5685,4,8,5,13,32
n2441,2,5,3,2,13
n3773,2,8,6,10,11
n2440,4,14,3,2,20
n3774,2,3,4,4,8
g4358,4,8,6,17,10
n2443,5,8,1,1,2
n3771,2,6,2,2,12
n2442,4,16,3,2,12
n3772,2,3,1,1,13
g5689,4,8,6,15,34
n3770,2,8,6,11,11
n2449,2,5,2,3,3
n2448,2,6,1,1,4
n3779,3,5,1,1,12
n3777,3,5,1,1,14
n2444,2,8,1,1,10
n3778,3,5,1,1,12
n2447,2,5,3,2,10
n3775,3,5,1,1,14
n2446,5,6,1,2,11
n3776,2,8,5,9,13
g429,4,8,4,7,14
g411,4,10,4,4,18
g5698,4,7,5,10,11
g4366,4,6,3,6,7
g5694,4,8,5,6,36
n3762,4,8,1,1,4
n3763,2,4,1,1,3
g4369,4,8,3,4,10
n2432,3,9,3,2,20
n3760,2,5,4,5,19
n3761,2,5,4,5,21
n2438,4,6,2,2,19
n2437,4,9,2,2,37
n3768,2,8,6,11,13
n2439,3,9,3,2,19
n3769,2,3,1,1,13
n2434,5,10,1,1,6
n3766,2,6,2,2,14
n2433,4,14,3,2,15
n3767,2,3,1,1,15
n2436,4,15,1,1,38
n3764,2,5,2,3,31
n2435,4,14,1,1,14
n3765,2,3,5,10,4
g417,4,8,3,10,12
g446,4,10,6,12,31
g441,4,8,5,8,14
g4332,4,10,7,15,34
n2463,5,10,1,1,18
n3795,2,5,2,2,12
n2462,5,7,1,1,11
n3796,2,3,1,1,13
n2465,5,7,1,1,16
n3793,2,5,2,2,12
n3794,2,3,1,1,13
n3791,2,3,1,1,13
n3792,3,12,4,8,11
n2461,2,5,1,1,15
n2460,5,11,1,1,20
n3790,2,5,2,2,12
n2467,2,8,1,1,16
n3799,2,7,4,11,6
n2466,5,7,1,1,21
n2469,2,8,3,4,8
n3797,2,5,2,2,12
n2468,5,10,1,1,12
n3798,2,3,1,1,13
g4340,4,8,7,13,23
n2452,5,6,1,1,4
n3784,3,5,1,1,12
n2451,2,8,1,1,10
n3785,2,3,4,4,8
n2454,2,6,1,1,11
n3782,3,5,1,1,14
n2453,2,3,3,2,3
n3783,3,5,1,1,12
n3780,2,3,4,4,8
n3781,3,5,1,1,14
n2450,5,5,1,1,2
n2459,3,10,7,7,7
n2456,5,6,1,1,12
n3788,3,5,1,1,12
n2455,2,3,3,2,10
n3789,3,5,1,1,12
n2458,2,8,1,1,6
n3786,3,5,1,1,14
n2457,2,8,2,3,11
n3787,3,5,1,1,14
g437,4,8,5,8,16
g30360,4,8,2,6,12
g30361,4,11,2,5,18
g30362,4,12,2,4,21
g30363,4,10,2,3,11
g30364,4,10,2,5,10
g30365,4,8,2,5,12
g30366,4,11,2,5,10
g460,4,10,3,9,12
g5527,4,8,5,18,13
n3696,4,9,1,1,7
n3697,2,5,2,3,21
n3694,2,6,1,2,24
n3695,2,5,1,1,23
g5523,4,8,4,14,12
n3692,3,12,3,4,13
n3693,3,12,2,4,13
n3690,2,7,1,1,14
n3691,4,11,1,1,7
n3698,2,6,3,4,17
n3699,2,5,1,2,16
g30367,4,12,2,3,21
g30368,4,10,2,5,11
g30369,4,10,2,5,10
g28030,2,7,0,0,21
g28051,4,11,1,7,11
g30350,4,8,2,6,12
g28050,4,11,1,7,9
g30351,4,11,2,4,22
g30352,4,12,2,3,14
g452,4,8,4,9,14
g30353,4,10,2,4,11
g30354,4,10,2,4,2
g30355,4,8,2,5,4
n3685,2,7,1,2,20
n3686,2,6,1,2,23
n3683,2,6,1,2,15
n3684,2,6,3,6,13
n3681,2,6,1,2,33
g5535,4,8,5,14,15
n3682,2,7,3,6,31
n3680,2,8,1,1,15
n3689,2,6,1,1,15
g28049,6,16,1,6,5
n3687,3,8,3,6,21
n3688,2,7,3,5,14
g30356,4,11,2,5,21
g28046,4,11,1,5,10
g28045,6,15,2,7,11
g30357,4,12,2,3,21
g30358,4,10,2,4,11
g28048,4,10,2,13,9
g28047,4,11,1,6,9
g30359,4,10,2,5,10
g28042,2,3,0,0,5
g28041,2,4,0,0,11
g28044,5,9,2,7,4
g28043,4,10,2,4,17
g30381,4,11,2,5,20
g28060,5,10,1,12,9
g30382,4,12,2,4,21
g30383,4,10,2,3,11
g30384,4,10,2,5,10
g30385,4,8,2,6,12
g30386,4,11,2,5,56
g30387,4,12,2,4,21
g30388,4,9,2,9,14
g482,4,9,6,12,10
g5507,4,8,2,8,3
g5503,4,8,2,2,13
g30380,4,8,2,5,12
g28057,6,12,1,7,3
g30389,3,8,1,3,24
g28056,6,14,2,6,26
g28059,6,12,1,7,6
g28058,6,14,2,5,33
g28053,5,12,1,4,11
g28052,4,11,1,6,13
g28055,6,13,2,6,14
g28054,4,11,1,4,15
g30370,4,8,2,6,12
g479,4,7,3,6,19
g28071,4,12,1,5,25
g28070,5,12,2,7,13
g30371,4,11,2,5,29
g30372,4,12,2,3,14
g28073,6,16,1,3,26
g5511,4,6,5,22,10
g28072,6,16,1,4,26
g30373,4,10,2,5,11
g475,4,10,4,7,12
g30374,4,10,2,4,10
g30375,4,8,2,5,12
g30376,4,11,2,3,20
g30377,4,12,2,4,21
g5517,4,8,7,29,10
g30378,4,10,2,5,11
g30379,4,10,2,5,10
g28069,6,18,1,3,30
g28063,6,18,1,4,36
g28066,6,18,2,4,2
g32980,2,5,2,5,18
g32982,2,7,1,1,15
g32981,6,14,2,6,30
g32984,6,14,2,6,37
g32983,6,15,1,7,6
g32986,6,15,1,7,57
g32985,2,7,1,3,4
g31656,0,0,0,0,0
g32988,5,13,1,7,13
g32987,5,12,2,7,9
g30327,0,0,0,0,0
g32989,5,14,2,8,12
g30329,4,8,1,1,11
g496,4,8,3,6,23
n2397,4,6,1,1,4
n2396,2,4,1,1,6
n2399,3,6,1,3,2
g490,4,9,5,13,22
n2398,3,10,2,4,13
n2393,3,9,3,4,3
n2395,5,11,1,2,7
n2394,2,5,1,2,20
g32975,1,2,3,3,5
g32977,6,15,2,6,20
g32976,6,14,2,6,23
g32979,6,15,2,7,33
g32978,6,15,2,6,15
g30340,4,8,1,5,13
g30341,4,8,1,4,15
g30342,6,14,2,6,35
g30343,6,15,1,6,57
g30344,3,6,2,10,36
g30345,4,9,2,7,38
g30346,4,8,1,4,2
g30347,4,8,1,3,4
g30348,4,10,2,5,11
g30349,4,10,2,4,10
g32991,5,12,2,8,21
g32990,5,14,2,6,7
g30330,4,7,0,0,23
g32993,5,14,2,9,19
g30331,0,0,0,0,0
g32992,5,13,2,9,13
g30332,0,0,0,0,0
g32995,5,12,2,7,3
g32994,5,14,2,6,27
g30333,4,8,1,3,25
g31665,0,0,0,0,0
g32997,5,14,2,10,19
g30334,6,15,2,7,13
g32996,5,13,1,10,13
g30335,6,16,2,7,31
g30336,6,14,2,5,28
g32999,5,12,2,8,17
g30337,6,15,1,6,6
g32998,5,14,2,6,3
g30338,3,6,2,10,31
g30339,4,9,2,9,33
g13865,4,8,2,10,29
g9048,4,8,5,16,5
g13881,4,8,1,5,24
DFF_418_n1,4,8,1,1,9
g13895,4,8,6,14,19
g28082,2,6,1,4,8
g28084,4,10,2,4,11
g28083,4,10,2,5,11
g28074,6,15,1,4,26
g9019,4,8,5,12,3
g28093,6,18,1,3,11
g30392,3,8,2,2,22
g30393,3,9,2,7,10
g28092,4,8,1,6,25
g30394,6,14,1,5,4
g30395,6,14,1,4,4
g30396,6,14,1,5,4
g30397,6,14,1,4,4
g28091,4,8,1,5,27
g30398,6,15,1,4,9
g28090,4,10,2,6,11
g30399,6,15,1,4,9
g30390,3,8,1,1,24
g30391,3,8,2,2,22
g28089,4,10,2,6,11
g28086,4,10,2,6,11
g28085,4,10,2,5,11
g28088,4,10,2,6,11
g28087,4,10,2,5,11
g1982,4,8,3,9,17
g1988,4,8,3,6,19
g28096,6,18,2,4,9
g28099,6,18,1,4,35
g1992,4,4,3,10,4
g1996,4,3,6,11,10
g20901,4,8,4,12,21
n4903,2,5,1,1,43
n4904,4,8,1,2,9
n4901,5,10,1,2,43
n4902,4,10,1,2,49
g25761,4,8,2,6,9
g25762,4,11,2,4,41
n4900,2,5,1,1,40
g25763,5,17,2,3,15
g25764,4,11,1,5,4
n4909,2,6,1,1,42
n4907,2,6,1,1,13
n4908,3,8,1,1,42
n4905,2,8,1,2,11
n4906,2,6,1,1,13
g4297,4,4,4,10,1
g12470,4,8,6,14,29
n4925,2,5,1,1,35
n4926,5,10,1,2,38
n4923,4,10,1,2,44
n4924,2,8,6,8,42
n4921,4,14,2,2,2
n4922,5,10,1,2,35
n4920,2,6,1,2,43
n4929,4,8,1,2,9
n4927,4,10,1,2,44
n4928,2,5,1,1,38
n4914,2,5,3,4,49
n4915,3,9,2,2,49
n4912,2,4,1,1,50
n4913,2,7,1,1,50
n4910,2,7,1,1,46
n4911,3,11,2,2,26
n4918,2,6,1,1,16
n4919,3,12,2,4,28
n4916,2,7,1,2,31
n4917,3,8,1,1,13
g4273,4,8,2,8,11
n4940,3,9,2,2,44
n4947,2,7,1,2,15
n3617,2,8,3,6,15
n4948,2,6,3,10,15
n3614,2,4,2,4,9
n4945,2,4,8,10,12
n3615,2,5,1,2,20
n4946,3,12,2,16,11
n3612,3,7,1,2,11
n4943,4,16,1,2,13
n3613,2,4,3,3,19
n4944,2,4,8,10,12
n3610,3,6,6,15,17
n4941,2,7,1,2,25
n3611,2,4,3,6,18
n4942,2,5,1,2,9
g4281,4,8,3,8,11
g504,4,10,9,24,12
n3618,3,9,1,2,25
n4949,2,4,1,2,9
n3619,4,10,1,1,24
g4284,4,4,3,14,1
g17316,4,8,3,10,45
n3605,2,3,2,2,22
n4936,3,11,2,2,21
n3606,3,8,3,5,16
n4937,2,4,1,1,45
n3603,2,8,3,4,21
n4934,2,6,1,1,37
n3604,2,5,1,1,23
n4935,2,7,1,1,41
n3601,4,10,1,1,24
n4932,2,6,1,1,13
n3602,4,6,1,1,19
n4933,3,8,1,1,37
n4930,2,8,1,2,11
n3600,3,9,1,2,25
n4931,2,6,1,1,13
n3609,2,6,1,1,17
g4291,4,8,4,8,4
n3607,2,3,2,4,23
n4938,2,7,1,1,45
n3608,2,3,1,1,19
n4939,2,5,3,4,44
g4253,4,10,5,15,8
g5587,4,10,5,7,10
g5583,4,10,5,10,10
n3630,2,4,3,4,19
n4961,2,6,1,2,16
n3631,2,4,2,5,9
n4962,2,8,4,6,15
g17320,4,8,4,15,49
g4258,4,6,6,10,4
n4960,3,12,2,4,5
g29309,4,9,2,4,2
n3638,4,6,1,1,12
n4969,2,5,1,1,18
DFF_178_n1,4,6,1,5,4
n2305,1,2,3,3,12
n3639,2,8,3,4,14
g29307,4,12,2,5,37
n3636,3,9,1,2,25
n4967,2,6,1,1,14
g29308,4,8,2,5,39
n2307,1,2,3,4,14
n3637,4,10,1,1,24
n4968,2,5,1,2,12
g29305,5,15,1,4,7
n3634,2,8,3,6,15
n4965,5,14,1,1,14
g29306,4,11,2,5,11
n3635,2,6,2,13,17
n4966,2,8,2,2,16
g29303,4,9,2,5,14
n2304,1,2,4,4,12
n3632,2,5,1,2,20
n4963,4,10,1,1,18
g29304,6,15,2,5,32
n2303,1,2,1,1,14
n4964,2,7,1,1,12
g29301,4,12,2,4,8
g29302,4,8,2,6,10
g528,4,8,4,13,18
g29300,4,11,2,4,23
g4264,4,8,6,13,7
g5599,4,10,5,6,10
g5595,4,10,4,7,10
n4950,3,8,1,2,23
n3620,4,6,1,1,19
n4951,3,9,1,1,22
g4269,4,8,4,9,10
n3627,3,6,6,15,17
n4958,2,7,1,2,10
n3628,2,4,3,6,18
n4959,2,8,2,19,7
n3625,2,3,1,1,19
n4956,2,5,1,2,15
n3626,2,4,1,1,18
n4957,2,2,2,3,9
n3623,2,3,2,2,22
n4954,2,5,2,2,7
n3624,2,4,2,4,23
n4955,4,15,3,5,17
n3621,2,8,3,4,21
n4952,3,10,1,1,13
n3622,2,3,1,1,23
n4953,2,5,3,3,17
g518,4,8,10,27,16
n3629,3,7,1,2,11
g513,4,8,4,9,14
g5563,4,10,4,9,14
g4235,4,8,5,8,12
g4239,4,8,4,10,11
n3652,2,8,3,6,15
n4983,4,16,1,3,23
n3653,3,12,3,15,18
n4984,4,16,1,3,18
n3650,2,5,1,2,13
n4981,4,16,1,3,4
n4982,2,8,1,3,23
g5567,4,10,5,7,19
n4980,4,16,1,3,19
n3658,2,5,4,4,55
n4989,2,5,1,2,11
n3659,3,11,2,4,55
n3656,2,4,1,1,56
n4987,3,7,1,2,14
n3657,2,5,1,1,59
n4988,4,10,1,2,15
n4985,4,16,1,3,27
g546,4,7,4,8,15
g534,4,7,4,10,19
g5575,4,10,5,6,10
g5571,4,6,4,8,1
g4245,4,10,3,8,8
n3641,2,3,2,2,15
n4972,2,5,1,2,5
n3642,2,3,2,4,23
n4973,2,5,3,6,5
n4970,4,13,1,1,8
n3640,2,4,1,1,16
n4971,4,16,3,5,5
g5579,4,10,5,14,10
n3649,2,4,2,4,9
n3647,3,7,1,2,11
n4978,2,8,1,3,8
n3648,2,4,3,3,12
n4979,4,16,1,3,8
n3645,3,11,6,15,10
n4976,5,20,1,1,8
n3646,2,4,3,6,11
n4977,4,16,1,1,5
n3643,2,3,1,1,12
n4974,2,2,1,2,7
n3644,2,5,1,1,20
n4975,3,13,1,1,6
g23190,2,8,0,0,12
g538,4,9,4,10,13
g5543,4,10,4,8,14
g562,4,8,6,14,8
n3674,4,11,1,2,17
n3675,4,14,1,2,17
n3672,2,6,1,2,30
n3673,2,6,3,6,28
n3670,3,5,1,1,14
n3671,2,6,3,5,29
g5547,4,10,5,11,14
n3678,3,10,1,1,14
n3679,2,8,1,1,13
n3676,4,12,3,4,15
n3677,3,10,1,1,16
g568,4,10,2,6,11
g554,4,6,4,6,1
g5555,4,10,4,7,14
g550,4,7,4,11,21
g5551,4,10,4,8,14
n3663,2,6,1,2,36
n4994,2,5,1,2,23
n3664,2,6,3,6,34
n4995,3,10,1,2,27
n3661,3,5,1,1,3
n4992,3,7,1,2,14
n3662,2,6,3,5,35
n4993,4,10,1,2,15
n4990,3,10,1,2,17
n3660,3,11,3,4,55
n3669,3,11,3,4,4
n3667,2,5,4,4,4
n4998,4,10,1,2,15
n3668,3,11,2,4,4
n4999,2,5,1,2,21
n3665,2,4,1,1,5
n3666,2,5,1,1,8
n4997,3,7,1,2,14
g559,4,8,4,9,6
n1390,1,2,2,2,4
g586,4,10,2,6,13
g3223,4,10,4,8,10
g34843,4,13,2,11,16
g4552,4,9,3,7,15
g582,4,6,3,12,15
g4558,4,8,3,8,4
g3227,4,10,5,8,10
n1396,1,2,3,4,10
n1395,1,2,3,4,10
n1398,1,2,3,4,10
g4555,4,8,3,8,19
n1397,1,2,3,5,10
n1392,1,2,3,4,10
n1391,1,2,3,4,10
n1394,1,2,3,4,10
g5889,4,10,4,5,14
n1393,1,2,3,4,10
n1399,1,2,5,7,6
g34849,6,15,2,7,23
g4561,4,8,4,7,4
g5893,4,6,4,9,1
g577,4,6,3,7,14
g572,4,10,3,11,12
g3231,4,6,4,5,1
n1385,1,2,1,1,7
n1384,1,2,1,1,7
g4567,4,7,3,5,16
n1387,1,2,1,1,7
g3235,4,10,4,4,10
n1386,1,3,5,8,6
g5897,4,10,4,7,14
n1381,1,3,5,8,6
n1380,1,2,1,1,7
n1383,1,2,1,1,7
g3239,4,10,4,10,10
n1382,1,2,1,1,7
n1389,1,2,1,1,7
n1388,1,2,1,1,7
g34839,0,0,0,0,0
g5863,4,8,7,32,10
g4531,4,8,2,6,12
g33534,6,14,2,6,24
g33533,0,0,0,0,0
g5869,4,8,5,17,12
g3203,4,10,5,13,17
g3207,4,10,4,6,5
g33536,3,7,1,5,26
g33535,6,14,2,5,21
g33538,6,15,2,7,16
g33537,4,9,1,4,28
g33539,6,15,2,6,34
g34850,6,15,2,7,41
g599,4,10,4,8,18
g5873,4,8,6,21,4
g595,4,6,3,12,17
g3211,4,10,4,8,15
g4540,4,7,2,5,10
g3215,4,10,4,8,10
g590,4,10,2,8,16
g3219,4,10,4,8,10
g5841,4,8,3,9,19
g4512,4,9,3,9,15
g5849,4,8,2,7,13
g4515,4,8,4,7,11
g34808,4,10,1,6,4
g4519,4,4,3,9,1
g34802,3,10,1,5,6
g34803,3,10,1,6,8
g34800,3,10,1,3,18
g34801,3,10,1,5,4
g34806,3,10,1,5,10
g34807,3,10,1,5,2
g34804,3,10,2,6,6
g34805,5,10,1,5,15
g4521,4,8,4,5,17
g4520,4,4,3,8,1
g5857,4,6,5,17,10
g5853,4,8,3,6,3
g4527,4,6,4,7,9
g5827,4,8,2,6,22
g5821,4,8,2,6,20
g5835,4,4,3,12,17
g4501,4,7,2,5,19
g5831,4,8,3,12,15
g4507,4,5,3,6,16
g4504,4,3,3,10,1
g33594,6,14,2,11,16
g33593,5,15,2,10,13
g33596,4,11,2,5,14
g33595,4,11,1,5,11
g33598,4,8,2,6,18
g33597,5,17,2,5,16
g33599,5,14,2,5,17
g5802,4,8,3,8,9
n6205,1,1,2,3,8
n6204,1,1,2,3,8
n6203,1,1,2,3,8
n6202,1,1,2,6,8
g33590,4,8,2,5,18
n6201,1,1,2,2,8
n6200,1,1,2,3,8
g33592,3,10,2,10,12
g33591,5,14,2,6,21
DFF_24_n1,4,8,1,4,10
n6209,1,1,2,6,8
n6208,1,1,2,3,8
g5808,4,10,3,8,12
n6207,1,1,2,6,8
n6206,1,1,2,6,8
g33583,5,14,2,5,2
g33582,4,8,2,6,27
g33585,5,15,2,10,9
g33584,3,10,2,12,12
g33587,4,11,1,4,11
g33586,6,15,2,11,12
g33589,5,17,2,3,16
g33588,4,11,2,5,14
g5813,4,8,6,11,15
g33581,5,17,2,4,25
g33580,4,11,2,3,14
g5817,4,9,4,15,18
n6227,1,1,2,6,6
n6226,1,1,2,5,6
n6225,1,1,2,5,6
n6224,1,1,2,2,8
n6223,1,1,2,5,8
n6222,1,1,2,2,8
n6221,1,1,2,7,8
n6220,1,1,2,3,8
n6229,1,1,2,3,6
n6228,1,1,2,3,6
n6216,1,1,2,5,8
n6215,1,1,2,2,8
n6214,1,1,2,4,8
n6213,1,1,2,3,8
n6212,1,1,2,4,8
n6211,1,1,2,3,8
n6210,1,1,2,3,8
n6219,1,1,2,3,8
n6218,1,1,2,3,8
n6217,1,1,2,3,8
g34882,4,8,1,2,8
g33550,4,8,2,5,20
n6241,1,1,2,16,8
n6240,1,1,2,17,8
g33552,3,10,2,11,13
g34880,6,15,2,6,25
g34881,6,15,2,7,42
g33551,5,14,2,4,13
g33554,6,15,2,11,27
g33553,5,15,2,11,24
g33556,4,11,2,4,6
g33555,4,11,1,4,11
n6249,1,1,3,42,8
n6248,1,1,3,42,8
n6247,1,1,3,42,8
n6246,1,1,3,42,8
n6245,1,1,3,42,8
n6244,1,1,3,42,8
n6243,1,1,3,42,8
n6242,1,1,3,42,8
g33558,4,8,2,6,19
g33557,5,17,2,4,17
g33559,5,14,2,5,3
n6230,1,1,4,6,6
g33541,4,13,1,5,8
g33540,6,16,2,4,34
g33543,4,13,1,6,59
g33542,6,16,2,4,41
g33545,6,15,2,8,10
g33544,3,10,2,9,14
n6238,1,1,2,17,8
n6237,1,1,2,19,8
n6236,1,1,2,19,8
n6235,1,1,2,9,6
n6234,1,1,2,3,6
n6233,1,1,2,3,6
n6232,1,1,2,3,6
n6231,1,1,2,6,6
n6239,1,1,2,15,8
g33547,4,11,1,5,11
g33546,6,15,2,10,13
g33549,5,17,2,5,18
g33548,4,11,2,3,14
g33572,4,11,2,4,14
n6263,1,1,3,30,8
g33571,4,11,1,5,11
n6262,1,1,3,31,8
g33574,4,8,2,6,8
n6261,1,1,4,38,8
g33573,5,17,2,5,6
n6260,1,1,3,38,8
g33576,3,10,2,11,21
g33575,5,14,2,6,12
g33578,6,15,2,10,27
g33577,5,15,2,11,24
n6269,1,1,3,5,8
n6268,1,1,3,4,8
n6267,1,1,3,21,8
n6266,1,1,3,30,8
g33570,6,15,2,10,15
n6265,1,1,3,30,8
n6264,1,1,3,30,8
g33579,4,11,1,5,11
g33561,5,15,2,11,2
n6252,1,1,3,42,8
g33560,3,10,2,10,10
n6251,1,1,3,42,8
g33563,4,11,1,5,11
n6250,1,1,3,42,8
g33562,6,15,2,10,5
g33565,5,17,2,5,14
g33564,4,11,2,5,14
g33567,5,14,2,6,45
g33566,4,8,2,5,16
DFF_709_n1,4,8,1,1,11
n6259,1,1,3,42,8
n6258,1,1,3,42,8
n6257,1,1,3,42,8
n6256,1,1,3,42,8
n6255,1,1,3,42,8
n6254,1,1,3,42,8
n6253,1,1,3,42,8
g33569,5,15,2,11,12
g33568,3,10,2,11,2
n6164,1,1,1,2,8
n6163,1,1,2,4,8
n6162,1,1,2,4,8
n6161,1,1,2,3,8
n6160,1,1,2,4,8
n6169,1,1,2,11,8
n6168,1,1,2,2,8
n6167,1,1,2,4,8
n6166,1,1,2,3,8
n6165,1,1,1,3,8
n6153,1,1,2,4,8
n6152,1,1,2,7,8
n6151,1,1,2,3,8
n6150,1,1,2,6,8
n6159,1,1,2,4,8
n6158,1,1,2,5,8
n6157,1,1,2,4,8
n6156,1,1,2,5,8
n6155,1,1,2,2,8
n6154,1,1,2,2,8
g8132,4,6,2,8,4
n6186,1,1,2,3,8
n6185,1,1,2,3,8
n6184,1,1,2,6,8
n6183,1,1,2,3,8
n6182,1,1,2,3,8
n6181,1,1,2,2,8
n6180,1,1,2,2,8
n6189,1,1,2,3,8
n6188,1,1,2,2,8
n6187,1,1,2,2,8
n3913,3,5,1,1,3
n3914,2,3,4,4,8
n3911,3,5,1,1,39
n3912,3,5,1,1,37
n3910,2,8,5,9,38
n3919,2,3,4,5,8
n3917,3,5,1,1,37
n3918,3,5,1,1,3
n3915,3,5,1,1,39
n3916,3,5,1,1,39
n6175,1,1,2,2,8
n6174,1,1,2,2,8
n6173,1,1,2,4,8
n6172,1,1,2,5,8
n6171,1,1,2,2,8
n6170,1,1,2,2,8
n6179,1,1,2,4,8
n6178,1,1,2,5,8
n6177,1,1,2,6,8
n6176,1,1,2,3,8
n3902,2,8,6,11,38
n3903,2,3,1,1,38
n3900,2,6,2,2,39
n3901,2,3,1,1,40
n3908,2,3,4,4,8
n3909,3,5,1,1,39
n3906,2,3,1,1,13
n3907,2,8,6,10,11
n3904,2,8,6,11,36
n3905,2,6,2,2,12
g32185,3,14,0,0,11
n2603,2,7,1,2,37
n3935,4,12,1,1,4
n2602,2,6,1,2,39
n2605,2,6,1,2,19
n3933,3,8,2,8,5
