Netlist,LOFi1,LOFi2,LOFo1,LOFo2,PI,inFF1,inFF2
n2134,1,2,3,4,21,0,2
n3464,2,5,1,1,20,1,1
n4795,3,9,1,1,17,2,3
test_so72,4,10,3,5,12,1,4
g6601,4,10,5,7,14,1,4
n3461,2,5,1,1,22,1,1
n4792,3,9,1,1,17,2,3
test_so73,4,8,3,6,26,1,2
n3462,2,5,3,3,17,1,2
n4793,3,9,1,1,11,2,3
test_so74,4,5,1,1,5,1,1
n2131,1,2,3,4,16,0,2
n4790,4,16,1,1,11,4,6
test_so75,4,9,2,4,7,1,4
n3460,2,5,1,1,11,1,1
n4791,3,9,1,1,20,2,3
g6609,4,10,4,10,10,1,4
n3469,3,7,1,1,7,1,2
n2136,1,2,2,4,21,0,2
n3467,2,5,1,1,16,1,1
n4798,2,5,1,1,46,1,1
n2138,1,2,2,2,15,0,2
n3468,2,5,1,2,8,0,2
n4799,2,5,1,1,13,1,1
g239,4,10,8,12,28,1,5
test_so21,4,9,8,15,14,1,4
n3490,3,5,1,1,10,0,4
test_so22,4,10,4,4,3,1,3
g269,4,10,8,13,29,1,5
n3491,2,8,6,9,11,2,2
test_so23,4,10,2,2,12,1,4
test_so24,4,10,3,3,14,1,4
test_so25,4,8,2,10,5,1,1
test_so26,0,0,0,0,0,0,0
test_so27,4,8,2,3,4,1,2
test_so28,4,10,3,3,10,1,4
g262,4,10,8,11,27,1,5
n3498,2,3,3,5,8,0,1
n3499,2,8,1,2,12,2,2
n3496,2,5,2,3,14,1,1
n3497,3,6,1,2,6,1,1
n3494,2,5,2,4,4,1,1
n3495,2,8,7,11,12,2,1
n3492,2,8,6,9,27,2,2
test_so20,4,6,1,2,41,1,1
n3493,2,4,1,2,13,0,3
test_so29,4,10,4,7,24,1,3
test_so10,0,0,0,0,0,0,0
test_so11,4,9,4,5,14,1,3
n3480,3,5,1,1,10,0,4
test_so12,4,8,2,3,44,1,4
test_so13,4,10,3,3,9,1,3
test_so14,4,7,3,3,19,1,2
g255,4,10,7,11,25,1,5
test_so15,4,8,1,2,15,1,3
test_so16,4,7,1,1,21,1,1
test_so17,4,8,3,3,13,1,3
n3487,3,6,1,2,14,1,1
n3488,2,5,1,2,13,1,1
n3485,2,6,3,4,15,1,3
g7916,1,4,0,0,30,1,1
n3486,3,7,2,4,8,1,2
n3483,5,10,1,2,18,1,3
n3484,2,3,3,7,7,1,1
n3481,2,8,6,9,11,2,2
n3482,2,8,6,9,35,2,2
g20763,4,7,5,11,17,1,2
n3489,2,8,6,9,11,2,2
test_so18,4,8,2,3,12,1,2
test_so19,4,8,5,8,9,1,2
test_so43,4,10,3,4,10,1,4
test_so44,0,0,0,0,0,0,0
test_so45,4,8,1,2,3,1,2
test_so46,0,0,0,0,0,0,0
test_so47,4,8,3,4,16,2,2
test_so48,4,8,1,2,15,1,3
test_so49,4,8,4,9,39,1,2
test_so40,4,9,2,4,7,1,3
test_so41,4,8,1,2,17,1,3
test_so42,0,0,0,0,0,0,0
test_so32,4,8,2,2,40,2,2
test_so33,4,8,3,10,12,1,2
test_so34,4,8,2,3,12,1,2
test_so35,0,0,0,0,0,0,0
g278,4,7,3,7,16,1,0
test_so36,4,8,3,12,6,1,2
test_so37,4,10,3,3,20,1,5
test_so38,4,8,5,8,10,1,2
test_so39,0,0,0,0,0,0,0
n2172,1,2,2,7,12,0,2
test_so30,4,9,4,8,10,1,2
test_so31,4,9,1,2,17,1,3
g25609,3,7,2,5,17,0,4
g26939,4,10,1,5,23,1,3
g25604,4,11,2,5,13,2,2
g25605,6,16,1,3,17,3,3
g26938,5,9,1,6,9,1,2
g26932,6,18,1,4,12,4,4
g25600,4,11,2,6,15,2,2
g25601,4,11,2,7,13,2,2
g26931,6,18,1,4,13,4,3
g25602,6,16,2,6,11,3,3
g26934,6,18,1,4,19,4,3
g26933,6,18,1,3,18,4,4
g26930,6,18,1,5,19,4,4
g298,4,10,3,5,23,1,4
g12300,4,8,8,20,24,1,4
g25619,3,7,1,5,10,1,2
g294,4,10,2,5,22,1,4
g291,4,10,3,8,21,1,3
g26947,4,9,2,5,4,1,1
g25615,4,11,1,5,13,2,2
g26946,4,9,1,3,4,1,3
g25616,5,12,2,4,20,1,3
g26949,4,12,1,4,2,2,3
g25617,4,12,2,7,9,1,6
g25618,4,12,1,6,11,2,2
g26948,2,7,1,4,14,1,3
g25611,4,12,2,7,13,2,3
g25612,4,12,2,17,15,2,3
g25613,4,10,1,6,7,2,4
g26945,6,14,1,4,11,2,4
g25614,6,13,1,5,9,3,2
g26944,2,5,1,3,6,0,1
g26940,4,10,1,3,7,1,3
g25610,6,13,2,13,11,2,2
g1783,4,9,7,21,14,1,4
g25626,4,17,2,9,36,2,5
g26958,3,9,1,2,12,1,2
g25627,6,16,2,4,29,2,4
g26957,4,12,1,4,9,2,4
g25628,4,8,2,4,17,1,1
g25629,4,8,2,5,43,1,1
g26959,4,6,3,7,10,1,1
g25622,2,5,2,6,40,0,1
g26954,6,17,2,5,11,2,9
g26953,2,5,2,6,8,1,2
g25623,4,11,2,10,42,1,2
g25624,6,15,1,6,33,2,4
g26956,2,7,1,4,14,1,3
g25625,4,11,1,5,37,1,6
g26955,4,12,2,3,14,1,7
g26950,3,9,2,7,8,1,1
g26952,3,5,1,3,9,0,3
g25621,4,13,1,5,10,2,5
g26951,3,7,1,6,11,2,2
g1792,4,9,4,10,20,1,3
g26969,4,8,2,8,9,1,3
g25637,4,8,2,6,17,1,1
g26968,4,7,1,4,3,1,1
g25638,4,8,2,6,27,1,1
g1798,4,9,5,12,7,1,4
g25639,5,9,2,12,18,1,1
g25633,6,15,1,6,37,2,4
g26965,2,6,1,3,9,1,2
g25634,4,11,1,6,42,1,6
g26964,4,10,1,4,10,1,4
g26967,4,7,2,2,3,1,1
g25635,4,11,2,10,11,1,3
g26966,4,7,1,3,3,1,2
g25636,4,10,2,4,9,1,3
g26961,4,7,1,2,3,1,2
g26960,4,8,4,12,11,2,2
g25630,4,13,1,6,14,2,5
g26963,4,7,1,4,3,1,1
g25631,2,5,2,7,45,0,1
g26962,4,7,1,4,3,1,1
g25632,4,11,2,9,47,1,2
g1760,4,9,6,18,12,1,3
g1768,4,8,3,7,12,1,2
DFF_1338_n1,4,8,1,1,11,2,3
g26907,6,17,2,9,29,4,4
g26906,6,17,1,8,28,4,4
g1772,4,9,6,14,10,1,3
g26909,4,10,2,5,9,1,5
g26908,6,17,1,6,30,4,4
g26903,6,17,1,7,25,4,4
g1779,4,9,4,11,7,1,3
g26902,6,17,1,7,24,4,4
g26905,6,17,1,8,27,4,4
g26904,6,17,1,8,26,4,4
g26901,6,17,2,7,23,4,5
g26900,2,5,1,4,21,1,1
g26918,4,9,1,6,11,1,3
g26917,4,17,2,10,36,2,5
g26919,6,15,2,4,31,2,6
g1740,4,10,4,9,10,1,3
g26914,4,8,1,5,39,1,2
g26913,6,15,1,6,46,3,3
g26916,4,17,2,10,39,2,4
g1744,4,4,3,7,10,0,1
g26915,4,11,2,10,11,1,3
g26910,2,6,2,7,11,1,2
g26912,6,15,2,6,25,2,6
g1748,4,8,3,7,10,1,3
Tj_Trigger,3,7,1,2,16,0,2
g1752,4,8,2,11,10,1,2
g26929,6,18,1,4,16,4,3
g26928,6,18,1,5,2,4,3
g1756,4,8,3,5,10,1,2
g26925,4,9,1,5,11,1,3
g26924,4,17,2,9,41,2,4
g26927,6,18,1,5,5,4,4
g26926,4,9,2,13,14,2,3
g26921,4,8,1,5,44,1,2
g26920,6,15,1,6,51,3,4
g26923,4,17,2,10,44,2,5
g26922,4,11,2,10,11,1,3
g1840,4,8,2,7,7,1,3
g1844,4,9,3,7,18,1,3
g24236,5,14,1,5,32,2,3
g26899,4,9,2,5,13,1,2
g1848,4,4,4,7,20,0,1
g24237,4,10,2,5,9,1,4
g26898,4,13,2,6,12,2,3
g24238,4,15,1,5,50,3,5
g24239,6,16,1,4,23,3,5
g24232,4,10,2,3,9,1,2
g26895,6,16,2,6,10,3,4
g26894,4,8,2,10,17,1,2
g24233,2,5,2,5,36,0,2
g26897,4,11,1,5,22,2,2
g24234,4,11,2,5,38,2,2
g24235,4,11,1,5,40,2,2
g26896,6,17,2,5,11,3,5
g26891,4,11,2,4,12,2,4
g26890,4,10,1,4,9,2,3
g26893,3,10,1,5,16,1,4
g26892,4,8,1,3,14,1,2
g24231,2,6,2,6,22,1,2
g1854,4,8,3,8,22,1,3
g24247,2,6,2,6,27,1,2
g24248,4,10,2,3,9,1,2
g24249,2,5,2,4,41,0,2
g1858,4,8,2,7,22,1,2
g24243,3,6,1,5,26,1,2
g24244,2,6,2,6,23,1,3
g24245,3,6,2,6,22,1,2
g24246,2,6,1,6,20,0,3
g24240,4,9,2,8,28,1,1
g24241,2,6,2,4,33,1,2
g24242,4,10,2,10,19,2,2
g4098,4,9,6,13,10,1,2
g1821,4,8,4,7,12,1,3
g25589,0,0,0,0,0,0,0
g24258,4,10,2,11,24,2,2
g24259,3,6,2,7,31,1,2
g1825,4,4,6,16,1,0,2
g25585,0,0,0,0,0,0,0
g24254,4,15,1,4,22,3,5
g25586,0,0,0,0,0,0,0
g24255,6,16,1,3,28,3,5
g25587,0,0,0,0,0,0,0
g24256,4,9,2,8,33,1,1
g25588,0,0,0,0,0,0,0
g24257,2,6,2,4,38,1,2
g24250,4,11,2,4,43,2,2
g25582,0,0,0,0,0,0,0
g24251,4,11,1,6,45,2,2
g25583,0,0,0,0,0,0,0
g24252,4,10,2,6,9,1,4
g25584,0,0,0,0,0,0,0
g24253,4,10,1,4,9,1,4
g1830,4,8,2,6,3,1,2
g1834,4,8,2,6,5,1,2
g24269,4,8,1,4,34,1,2
g25596,4,9,2,8,15,1,3
g25597,4,8,1,6,13,1,3
g24266,4,11,1,4,6,2,5
g24267,4,17,2,8,16,3,10
g25598,4,9,2,8,17,1,2
g25599,3,8,1,2,19,1,4
g24268,4,8,2,10,32,1,3
g24261,3,6,2,7,27,1,2
g25592,4,8,1,5,30,1,2
g24262,2,6,1,6,25,0,3
g25593,4,10,2,5,10,1,3
g25594,3,7,2,5,15,0,4
g24263,5,12,2,17,8,2,3
g25595,3,9,1,5,22,2,3
g25590,0,0,0,0,0,0,0
g25591,4,10,1,2,2,2,2
g24260,2,6,2,7,16,1,3
g1802,4,10,8,15,28,1,3
g4082,4,9,6,13,10,1,2
g4087,4,8,6,18,16,1,2
g24207,4,11,1,5,13,2,2
g1811,4,8,5,10,22,1,2
g24208,6,15,1,4,14,3,3
g24209,4,10,2,8,11,2,2
g24203,4,11,1,4,15,2,2
g1816,4,10,4,6,10,1,4
g24204,4,11,1,4,13,2,2
g24205,6,15,1,2,9,3,3
g24206,4,11,1,5,15,2,2
g24200,6,13,1,9,11,2,4
g24201,4,11,1,6,13,2,2
g24202,4,11,1,6,19,2,2
g4093,4,10,6,17,19,1,3
g4054,4,10,6,16,12,1,2
g12238,4,8,7,17,22,1,4
DFF_420_n1,4,8,1,1,5,1,1
g4057,4,8,7,14,8,1,2
g26877,2,7,0,0,21,0,2
g24214,5,15,2,9,34,2,4
g26876,2,7,0,0,20,0,2
g24215,4,13,2,8,30,2,3
g24216,4,11,2,9,20,2,2
g24210,3,8,1,3,18,0,6
g24211,4,9,2,3,16,2,3
g26875,2,6,0,0,14,0,4
g24212,2,2,3,4,3,0,0
g24213,3,7,1,5,24,2,1
g4064,4,5,5,15,11,0,2
g26888,4,10,2,3,10,2,2
g26887,5,13,2,6,6,2,4
g26889,2,6,1,3,19,0,3
g26884,4,9,1,4,8,1,2
g26883,4,7,1,3,8,1,1
g26886,6,14,2,5,6,2,3
g26885,4,9,3,6,6,1,3
g26880,2,2,2,6,3,0,0
g26882,5,12,2,5,5,2,3
g26881,4,7,2,8,3,1,2
g4072,4,8,4,8,9,1,2
g4031,4,8,5,14,35,2,3
g4035,4,10,3,7,12,1,4
n4705,5,14,1,1,15,2,4
n4706,4,12,1,1,37,2,6
n4703,3,7,1,2,17,1,1
n4704,2,6,1,1,16,0,2
n4701,5,14,1,1,15,2,4
n4702,4,12,1,1,9,2,6
n4700,2,6,1,1,16,0,2
g4040,4,8,7,11,37,1,2
n4707,3,7,1,2,17,2,1
n4708,2,6,1,1,16,0,2
g4045,4,8,5,9,39,1,2
g4049,4,7,6,8,11,1,2
n4720,3,7,2,2,18,0,4
g5348,4,8,4,7,10,1,1
n4727,2,5,1,2,8,0,2
n4728,3,7,1,1,7,1,2
n4725,3,9,2,5,15,2,2
n4726,3,10,2,3,17,2,3
n4723,2,8,4,6,12,2,1
n4724,2,8,3,6,11,2,2
n4721,2,5,3,3,25,1,1
n4722,2,5,3,6,12,0,4
n4729,2,6,2,4,33,1,3
g5357,4,10,6,19,12,1,3
g6682,4,8,3,12,10,1,1
g5352,4,7,5,9,11,1,2
n4716,3,10,2,2,9,2,1
n4717,2,4,1,1,10,0,2
n4714,2,4,2,2,13,0,2
n4715,2,3,1,1,14,1,0
n4712,3,7,1,1,7,1,1
n4713,2,8,2,2,6,1,5
n4710,4,12,1,1,11,2,6
n4711,3,7,1,1,7,1,2
n4718,3,10,2,2,12,2,1
n4719,2,4,1,1,13,0,2
g6653,4,10,4,8,10,1,4
g301,4,7,5,6,27,1,3
n3410,2,6,3,3,22,1,3
n4741,4,16,1,1,15,4,6
n3411,3,7,2,4,8,1,2
n4742,2,5,1,1,13,1,1
n4740,4,16,1,1,18,4,5
g6657,4,10,4,6,9,1,3
n3418,5,10,1,2,9,1,3
n4749,3,9,1,1,11,2,3
n3419,2,3,3,7,7,1,1
n3416,2,8,6,9,11,2,2
n4747,3,9,1,1,13,2,2
n3417,2,8,6,9,9,2,2
n4748,3,9,1,1,11,2,3
g24276,4,8,2,10,36,1,3
n3414,2,8,6,9,11,2,2
n4745,4,16,1,1,11,4,6
g24277,4,8,1,5,38,1,2
n3415,3,5,1,1,10,0,4
n4746,3,9,1,1,32,2,3
g24278,3,6,1,6,10,1,1
n3412,3,6,1,2,21,1,1
n4743,4,12,1,1,16,0,12
g24279,4,8,1,1,13,1,2
n3413,2,5,1,2,13,1,1
n4744,4,16,1,1,15,4,5
g24272,4,8,2,9,27,1,3
g24273,4,8,1,5,29,1,2
g24274,3,6,1,6,10,1,1
g24275,4,17,2,8,15,3,10
g305,4,6,2,5,4,2,0
g24270,3,6,1,6,10,1,1
g24271,4,17,2,9,65,3,10
test_so98,4,8,1,2,11,1,3
test_so99,4,10,2,3,16,1,4
test_so90,4,8,2,3,10,1,2
n4730,2,8,2,3,28,2,2
test_so91,4,8,3,4,31,2,3
n3400,2,6,3,3,12,1,3
n4731,3,9,1,2,12,0,6
test_so92,0,0,0,0,0,0,0
test_so93,4,7,1,1,16,1,1
test_so94,4,9,7,14,14,1,4
test_so95,4,10,3,4,12,1,3
test_so96,4,8,1,2,32,1,2
test_so97,4,8,1,2,40,1,3
g5339,4,8,4,7,6,2,3
n3407,2,8,6,9,29,2,2
n4738,4,12,1,1,34,1,9
n3408,5,10,1,2,25,1,3
n4739,2,5,1,1,13,1,1
n3405,3,5,1,1,10,0,4
n4736,4,16,1,1,15,4,5
n3406,2,8,6,9,11,2,2
n4737,4,16,1,1,2,4,4
n3403,2,5,1,2,13,1,1
n4734,5,16,1,1,16,1,9
n3404,2,8,6,9,11,2,2
n4735,5,16,1,1,16,0,13
n3401,3,7,2,4,8,1,2
n4732,3,9,1,2,33,0,6
n3402,3,6,1,2,11,1,1
n4733,4,18,1,2,17,2,3
g24280,4,13,2,4,12,2,3
g24281,2,3,1,5,10,0,1
n3409,2,3,3,7,7,1,1
g24282,4,8,1,3,13,1,4
g324,4,9,5,14,7,1,3
g6633,4,10,4,6,10,1,5
n3432,3,6,1,2,14,1,1
n4763,4,16,1,1,18,4,6
n3433,2,5,1,2,13,1,1
n4764,4,16,1,1,15,4,6
n2102,1,2,3,4,31,0,2
n3430,2,6,3,3,15,1,3
n4761,4,12,1,1,25,1,9
n2101,1,2,2,4,6,0,2
n3431,3,7,2,4,8,1,2
n4762,2,5,1,1,13,1,1
n4760,4,16,1,1,15,4,6
g6637,4,10,5,10,10,1,5
n2108,1,2,1,2,12,0,1
DFF_992_n1,4,8,1,1,7,2,3
n3438,5,10,1,2,40,1,3
n4769,3,9,1,1,9,2,3
n3439,2,3,3,7,7,1,1
g24298,2,5,1,3,9,1,1
n3436,2,8,6,9,11,2,2
n4767,4,16,1,1,15,4,4
n2103,1,2,2,4,31,0,2
n3437,2,8,6,9,20,2,2
n4768,4,16,1,1,2,4,5
n3434,2,8,6,9,11,2,2
n4765,2,5,1,1,13,1,1
n3435,3,5,1,1,10,0,4
n4766,4,12,1,1,16,0,12
g329,4,8,3,9,7,2,2
g6641,4,10,4,7,10,1,5
g311,4,8,5,11,4,1,2
g6649,4,10,4,5,10,1,5
n3421,3,7,2,4,8,1,2
n4752,3,8,1,5,11,1,3
n3422,3,6,1,2,5,1,1
n4753,2,8,2,3,19,2,2
n4750,3,9,1,1,13,2,3
n3420,2,6,3,3,6,1,3
n4751,3,9,1,1,13,2,3
g6645,4,10,5,8,10,1,4
n3429,2,3,3,7,7,1,1
n3427,2,8,6,9,9,2,2
n4758,5,16,1,1,16,0,13
n3428,5,10,1,2,18,1,3
n4759,4,16,1,1,15,4,5
n3425,3,5,1,1,10,0,4
n4756,4,18,1,2,17,2,3
n3426,2,8,6,9,11,2,2
n4757,5,16,1,1,16,1,9
n3423,2,5,1,2,13,1,1
n4754,3,9,1,2,12,0,6
n3424,2,8,6,9,11,2,2
n4755,3,9,1,2,10,0,6
g316,4,8,3,7,9,1,3
g347,4,8,3,10,11,2,2
g29250,4,11,1,6,21,1,2
g4311,4,6,8,16,23,2,1
n2485,2,6,3,6,38,2,3
n2484,2,6,1,2,40,2,3
g18597,2,5,2,3,8,1,0
n2487,2,6,3,6,20,2,3
n2486,2,6,1,2,22,2,3
g5644,4,8,4,10,10,1,2
n2481,2,8,1,1,21,1,3
n2480,5,7,1,1,20,0,1
n2483,2,8,1,1,13,1,5
n2482,5,6,1,1,14,0,1
n2488,5,10,1,2,15,2,2
g29248,4,11,1,5,14,1,2
g29249,4,14,1,6,16,2,3
g29246,4,11,1,6,21,1,2
g29247,4,14,1,4,23,2,3
g29244,4,11,1,4,21,1,2
g29245,4,14,1,6,23,2,3
g29242,4,11,1,5,21,1,2
g29243,4,14,1,6,23,2,2
g29240,4,11,1,6,14,1,3
g29241,4,14,1,5,16,2,3
g336,4,10,4,9,7,1,3
g29260,4,12,2,4,31,1,2
g29261,4,8,2,5,33,1,2
g333,4,8,4,9,9,1,2
g4322,4,10,6,15,36,1,3
n2474,2,5,4,5,9,1,1
n2473,2,5,4,5,36,1,1
n2476,3,6,1,2,22,0,3
n2475,2,5,5,6,2,1,0
n2470,2,4,1,2,9,0,2
n2472,5,10,1,2,10,1,1
n2471,3,9,3,3,8,2,2
n2478,2,5,5,5,27,1,1
n2477,2,4,4,4,21,0,0
g29259,4,11,2,4,38,2,1
n2479,2,8,4,4,11,2,2
g29257,6,15,2,5,19,2,2
g29258,5,15,1,3,34,1,5
g29255,4,14,1,6,23,2,3
g29256,5,14,2,8,12,2,4
g29253,4,14,1,5,23,2,3
g29254,4,11,1,5,21,1,2
g29251,4,14,1,6,23,2,3
g29252,4,11,1,6,21,1,2
g29271,4,11,2,5,29,2,2
g29272,4,12,2,4,35,1,3
g29270,5,15,1,4,25,1,5
g17291,4,8,5,17,46,1,4
g29268,4,9,2,5,32,1,2
g29269,6,15,2,6,12,2,2
g29266,4,12,2,4,26,1,2
g29267,4,8,2,6,28,1,2
g29264,5,15,1,3,37,1,5
g29265,4,11,2,5,4,2,1
g29262,4,9,2,4,29,1,2
g29263,6,15,2,4,18,2,2
g29282,4,11,2,4,33,2,2
g358,4,8,7,17,12,2,3
g29283,4,12,2,5,6,1,3
g29280,6,15,2,6,3,2,2
n2490,5,10,1,2,10,2,2
g355,4,8,3,9,15,1,2
g29281,5,15,1,3,29,1,5
g4300,4,7,4,6,3,1,3
n2496,2,5,1,1,10,1,1
n2498,4,5,1,1,6,1,2
n2497,5,10,1,2,6,2,2
n2492,2,1,4,6,1,0,0
g4308,4,8,3,7,12,2,2
n2494,4,5,1,2,6,0,1
n2493,2,5,1,2,11,0,0
n2499,2,5,1,1,6,1,1
g29279,2,4,2,5,15,0,0
g29277,2,4,2,4,10,0,0
g29278,3,7,1,3,17,2,2
g29275,4,8,2,9,15,1,2
g29276,3,7,1,4,12,2,2
g29273,4,8,2,6,37,1,2
g29274,4,9,2,4,20,1,2
g385,4,8,7,18,18,1,2
g5607,4,6,5,8,1,0,3
g5603,4,10,5,9,10,1,4
g376,4,8,7,22,16,1,2
g31521,4,14,0,0,13,3,2
g5615,4,10,4,6,10,1,4
g370,4,8,6,18,14,1,2
g5611,4,10,4,9,10,1,4
g29219,0,0,0,0,0,0,0
g29217,0,0,0,0,0,0,0
g5619,4,10,4,6,9,1,3
g29218,4,8,5,10,10,1,1
g29215,0,0,0,0,0,0,0
g29216,0,0,0,0,0,0,0
g29213,0,0,0,0,0,0,0
g29214,0,0,0,0,0,0,0
g29211,0,0,0,0,0,0,0
g29212,0,0,0,0,0,0,0
g29210,0,0,0,0,0,0,0
g20899,4,10,3,8,12,1,5
g29228,4,9,1,4,28,2,3
g29229,6,15,2,5,3,4,5
g29226,6,13,2,5,3,2,5
g29227,6,15,1,3,38,4,5
g29224,6,15,2,6,12,4,6
g29225,4,9,1,5,15,1,2
g29222,6,16,2,6,17,2,3
g29223,5,13,2,7,21,2,3
g29220,0,0,0,0,0,0,0
g29221,0,0,0,0,0,0,0
g392,4,10,9,17,12,1,3
g29239,4,10,2,4,9,1,2
g29237,4,10,2,6,9,1,2
g29238,4,10,2,5,9,1,2
g29235,6,14,2,6,33,3,6
g29236,4,10,2,6,10,1,2
g29233,4,10,2,6,9,1,1
g29234,4,10,2,3,9,1,2
g29231,4,10,2,6,10,1,2
g29232,4,10,2,6,9,1,2
g29230,6,14,2,5,27,3,6
g25729,4,10,1,2,7,2,2
g25728,2,5,3,4,7,1,1
g25721,5,17,2,3,15,2,5
g25722,4,11,1,5,14,2,2
g25720,4,11,2,4,36,2,2
g12422,4,8,8,18,4,1,4
g25736,4,11,2,7,14,2,2
g25733,4,8,2,5,19,1,2
g25734,4,11,2,5,18,2,1
g25735,5,17,2,2,15,2,5
g25730,4,9,2,3,3,1,4
g25747,4,8,2,6,21,1,2
g25748,4,11,2,5,12,2,2
g25749,5,17,2,4,15,2,5
g25743,4,10,1,2,11,2,2
g25744,4,9,2,4,26,1,4
g25742,2,5,3,3,23,1,1
g25758,4,9,2,3,16,1,4
g25756,2,5,3,5,13,1,1
g25757,4,10,1,2,40,2,0
g25750,4,11,1,6,16,2,2
g29293,5,15,1,4,17,1,5
g29294,4,11,2,4,21,2,2
g29291,4,9,2,4,12,1,2
g29292,6,15,2,5,9,2,2
g29290,4,8,2,5,34,1,2
n6007,4,6,3,7,10,1,3
n6006,4,9,1,4,13,1,4
n6005,4,9,1,4,13,1,4
n6004,6,24,1,0,8,6,5
n6003,4,16,1,0,6,4,4
n6002,4,16,1,0,10,4,3
n6001,3,10,7,7,7,1,7
n6000,2,5,1,2,11,1,1
n6009,2,8,1,1,30,2,2
n6008,4,10,1,1,30,1,5
g29288,4,11,2,5,21,2,2
g29289,4,12,2,5,32,1,3
g29286,6,15,2,6,44,2,2
g29287,5,15,1,3,17,1,5
g29284,4,8,2,5,8,1,2
g29285,4,9,2,5,24,1,2
g29299,5,15,1,3,19,1,5
g29297,4,9,2,4,12,1,2
g29298,6,15,2,5,13,2,2
g29295,4,12,2,4,14,1,3
g29296,4,8,2,6,16,1,2
n6021,1,4,7,13,30,1,1
g25707,5,17,2,3,6,2,5
n6029,1,1,5,17,7,0,0
g25708,4,11,1,5,26,2,2
n6028,1,2,11,17,12,0,1
n6027,1,2,3,8,12,0,1
n6026,1,4,15,15,4,0,1
g25703,4,9,1,7,12,1,4
n6025,1,4,3,19,4,0,1
g25704,3,9,2,5,27,2,2
n6024,1,4,7,13,35,1,1
g25705,4,8,2,4,31,1,2
g25706,4,11,2,3,10,2,1
n6022,1,4,9,24,21,1,1
g25700,2,5,3,5,38,1,0
g25701,4,10,2,5,9,2,2
g25702,4,9,1,8,41,1,4
n6010,4,5,1,2,44,1,1
n6018,1,0,8,11,1,0,0
g25719,4,8,2,5,19,1,2
n6016,1,0,9,13,1,0,0
g25714,2,5,3,5,16,1,1
g25715,4,10,1,1,35,2,2
g25716,4,9,2,3,19,1,4
n6012,2,5,1,3,23,1,1
n6011,2,5,1,3,22,1,1
g25688,2,2,2,7,3,0,0
g25689,4,6,4,11,4,2,1
g25684,4,11,1,5,22,2,2
g24353,4,8,2,10,38,1,3
g25685,5,11,2,10,10,2,1
g24354,4,8,1,5,40,1,1
g24355,3,6,1,6,10,1,0
g25686,4,11,2,9,15,1,5
g25687,6,14,2,6,31,3,5
g24350,4,8,1,4,11,1,2
g25681,4,8,2,6,27,1,2
g24351,3,6,1,5,8,1,1
g25682,4,11,2,3,39,2,2
g24352,4,17,2,7,7,3,10
g25683,5,17,2,4,15,2,5
DFF_1225_n1,4,10,1,4,12,1,4
g25699,6,17,2,4,36,4,6
g25695,2,9,2,3,33,1,5
g25696,6,16,2,6,30,2,7
g25697,2,6,1,4,32,1,2
g25698,6,17,2,5,35,4,6
g25691,4,10,1,4,8,1,3
g25694,2,2,4,5,3,0,0
g25690,4,11,1,5,6,2,5
g25648,2,5,3,6,12,1,0
g25649,4,10,1,2,34,2,2
g26971,4,8,2,6,16,1,3
g26970,4,10,1,3,14,2,2
g25655,5,17,2,3,6,2,4
g25656,4,11,1,5,31,2,2
g25653,4,8,2,6,36,1,2
g25654,4,11,2,4,35,2,1
g25650,4,9,2,3,15,1,4
g12350,4,8,7,18,6,1,3
g24339,3,6,1,5,10,1,1
g24335,4,11,1,2,11,1,5
n3715,3,7,2,3,17,1,2
g23002,4,7,1,1,3,1,2
g24336,4,17,2,8,17,3,9
g25667,4,8,2,5,2,1,1
n3716,2,5,1,2,10,1,1
g25668,4,11,2,5,30,2,1
g24337,4,8,2,8,7,1,3
n3713,2,7,1,2,9,1,2
g25669,5,17,2,4,15,2,4
g24338,4,8,1,4,9,1,2
n3714,2,6,1,2,9,1,1
g25662,2,5,3,4,16,1,1
n3711,2,6,2,3,15,1,2
g25663,4,10,1,2,29,2,2
n3712,4,12,2,4,4,0,4
g25664,4,9,2,3,19,1,4
g24334,4,13,2,6,9,1,7
n3710,3,9,2,3,17,2,2
n3719,3,8,2,3,3,1,4
n3717,2,8,2,3,43,2,2
n3718,2,6,1,2,13,1,3
g12368,4,6,2,8,4,2,1
g25677,4,10,1,2,38,2,2
g24346,4,8,1,4,7,1,2
n3704,4,8,1,1,7,1,2
g25678,4,9,2,3,19,1,4
g24347,3,6,1,4,10,1,1
n3705,2,5,2,3,23,1,1
g24348,4,17,2,9,3,3,10
n3702,2,6,1,2,26,0,2
g24349,4,8,2,8,9,1,3
n3703,2,5,1,1,25,1,1
g24342,4,8,1,5,35,1,2
n3700,4,16,2,3,13,4,4
g24343,3,6,1,5,10,1,1
n3701,2,8,1,2,14,1,5
g24344,4,17,2,8,36,3,10
g25676,2,5,3,5,16,1,1
g24345,4,8,2,10,5,1,3
g25670,4,11,1,6,34,2,2
g24340,4,17,2,9,16,3,10
g24341,4,8,2,9,33,1,3
n3708,4,13,1,1,5,1,4
n3709,2,5,1,1,19,1,1
n3706,2,6,2,5,16,1,2
n3707,3,7,1,2,6,0,2
Tj_OUT2,2,8,0,0,11,2,2
Tj_OUT1,2,8,2,2,14,2,3
Tj_OUT4,2,8,1,1,16,2,2
Tj_OUT3,2,8,1,1,15,2,2
n3730,2,5,3,6,6,1,2
n2405,2,6,3,4,41,2,3
