Netlist,LOFi1,LOFi2
DFF_1381_n1,4,6
g21895,4,14
g21896,4,8
g21893,2,5
g21894,4,12
g33894,3,10
g4659,4,10
DFF_348_n1,4,8
g4664,4,8
g3333,4,10
g5990,4,4
g2004,4,8
g2008,4,6
g3338,4,8
g4669,4,10
g5961,4,10
g4633,4,8
g4639,4,6
g4646,4,8
g4643,4,8
test_si1,0,0
test_si2,0,0
g5945,4,10
n6304,1,1
n6303,1,1
n6302,1,1
n6301,1,1
g5941,4,10
n6300,1,1
g4616,4,10
n6309,1,1
g5949,4,6
n6308,1,1
n6307,1,1
n6306,1,1
n6305,1,1
test_si5,0,0
test_si6,0,0
test_si3,0,0
test_si4,0,0
test_si9,0,0
test_si7,0,0
test_si8,0,0
g5957,4,10
g5953,4,10
n6326,1,1
n6325,1,1
g5925,4,6
n6324,1,1
n6323,1,1
n6322,1,1
n6321,1,1
g5921,4,10
n6320,1,1
n6329,1,1
g5929,4,10
n6328,1,1
n6327,1,1
DFF_1092_n1,4,8
n6315,1,1
g4601,4,6
n6314,1,1
n6313,1,1
g5937,4,10
n6312,1,1
n6311,1,1
n6310,1,1
g5933,4,10
g4608,4,8
n6319,1,1
n6318,1,1
n6317,1,1
n6316,1,1
n6340,1,1
g8178,4,6
g5901,4,6
n5016,2,8
n6348,1,1
n5017,2,3
n6347,1,1
n5014,2,6
n6346,1,1
n5015,2,3
n6345,1,1
n5012,3,10
n6344,1,1
n5013,2,8
n6343,1,1
n5010,3,10
n6342,1,1
n5011,2,8
n6341,1,1
g5909,4,10
g5905,4,10
n5018,2,5
n5019,2,5
n6349,1,1
g14738,4,8
n5005,3,10
n6337,1,1
g5913,4,10
n6336,1,1
n5003,4,10
n6335,1,1
n5004,2,5
n6334,1,1
n6333,1,1
n5002,3,7
n6332,1,1
n6331,1,1
n5000,3,10
n6330,1,1
n5009,2,5
n5007,3,7
n6339,1,1
n5008,4,10
n6338,1,1
g14749,4,8
n5030,3,7
n6362,1,1
n5031,4,10
n6361,1,1
n6360,1,1
n5038,3,10
n6369,1,1
n5036,4,10
n6368,1,1
n5037,2,5
n6367,1,1
n6366,1,1
n5035,3,7
n6365,1,1
n5032,2,5
n6364,1,1
n5033,3,10
n6363,1,1
n6351,1,1
n5020,3,12
n6350,1,1
g9497,4,6
n5027,2,5
n6359,1,1
n5028,3,9
n6358,1,1
n5025,2,6
n6357,1,1
n5026,2,6
n6356,1,1
n5023,4,12
n6355,1,1
n5024,2,5
n6354,1,1
n5021,2,5
n6353,1,1
n5022,5,17
n6352,1,1
n5029,2,8
n5052,4,11
n6384,1,1
n5053,2,2
n6383,1,1
n5050,2,5
n6382,1,1
n5051,3,11
n6381,1,1
n6380,1,1
n5058,3,9
n5059,3,11
n6389,1,1
n5056,2,7
n6388,1,1
n5057,2,6
n6387,1,1
n5054,4,8
n6386,1,1
n5055,2,8
n6385,1,1
n5041,4,10
n6373,1,1
n5042,2,5
n6372,1,1
n6371,1,1
n5040,3,7
n6370,1,1
n5049,3,12
n5047,2,7
n6379,1,1
n5048,2,7
n6378,1,1
n5045,2,4
n6377,1,1
n5046,2,4
n6376,1,1
n5043,3,10
n6375,1,1
n6374,1,1
g14705,4,8
n6285,1,1
n6284,1,1
n6283,1,1
n6282,1,1
n6281,1,1
n6280,1,1
g14673,4,8
g8235,4,8
n6289,1,1
n6288,1,1
n6287,1,1
n6286,1,1
g907,4,10
g904,4,6
n6274,1,1
n6273,1,1
n6272,1,1
n6271,1,1
n6270,1,1
test_si96,0,0
test_si97,0,0
test_si98,0,0
test_si99,0,0
n6279,1,1
n6278,1,1
n6277,1,1
n6276,1,1
n6275,1,1
g8215,4,6
g14694,4,8
n2702,3,9
n2701,3,11
n2704,2,6
n2703,2,6
n2700,4,13
n2709,2,2
g925,4,10
n2706,2,6
n2705,2,6
g921,4,8
n2708,2,4
n2707,2,6
n6296,1,1
n6295,1,1
n6294,1,1
n6293,1,1
n6292,1,1
g9555,4,6
n6291,1,1
n6290,1,1
g9553,4,8
n6299,1,1
n6298,1,1
n6297,1,1
g918,4,10
g914,4,10
g911,4,10
g14635,4,8
test_si63,0,0
test_si64,0,0
test_si65,0,0
test_si66,0,0
test_si67,0,0
test_si68,0,0
test_si69,0,0
n2724,2,8
n2723,3,10
n2726,3,10
n2725,3,9
test_si70,0,0
n2720,3,11
test_si71,0,0
test_si72,0,0
n2722,3,9
test_si73,0,0
n2721,3,9
g947,4,8
n2728,2,2
n2727,3,10
n2729,4,4
g930,4,10
test_si52,0,0
test_si53,0,0
test_si54,0,0
test_si55,0,0
test_si56,0,0
test_si57,0,0
test_si58,0,0
test_si59,0,0
n2713,4,12
n2712,2,4
n2715,3,9
n2714,2,4
test_si60,0,0
test_si61,0,0
n2711,2,4
test_si62,0,0
g939,4,3
n2710,2,6
g936,4,10
n2717,3,8
n2716,3,9
n2719,3,11
n2718,4,12
g962,4,10
test_si85,0,0
test_si86,0,0
test_si87,0,0
n2740,2,7
test_si88,0,0
test_si89,0,0
n1415,1,2
n2746,2,8
n1414,1,2
n2745,2,8
test_si90,0,0
n1417,1,2
n2748,2,2
test_si91,0,0
n1416,1,2
n2747,2,5
test_si92,0,0
n1411,1,2
n2742,2,8
test_si93,0,0
n1410,1,2
n2741,2,8
test_si94,0,0
n1413,1,2
n2744,4,8
test_si95,0,0
n1412,1,2
n2743,2,8
n1419,1,2
n1418,1,2
n2749,4,7
g952,4,7
g14662,4,8
test_si74,0,0
test_si75,0,0
test_si76,0,0
test_si77,0,0
test_si78,0,0
test_si79,0,0
n1404,1,2
n2735,2,7
n1403,1,2
n2734,2,8
n1406,1,2
n2737,4,8
test_si80,0,0
n1405,1,2
n2736,2,8
test_si81,0,0
n1400,1,2
n2731,5,12
test_si82,0,0
n2730,3,8
test_si83,0,0
n1402,1,1
n2733,2,7
test_si84,0,0
n1401,1,2
n2732,5,12
g956,4,8
n1408,1,2
n2739,2,8
n1407,1,2
n2738,2,7
n1409,1,2
test_si27,0,0
test_si28,0,0
test_si29,0,0
g2098,4,8
n2760,2,4
test_si20,0,0
test_si21,0,0
n1431,1,2
n2762,2,5
test_si22,0,0
n1430,1,2
n2761,3,7
test_si23,0,0
test_si24,0,0
test_si25,0,0
test_si26,0,0
n1437,1,2
n2768,2,4
n1436,1,2
n2767,2,8
n1439,1,2
n1438,1,2
n2769,2,5
n1433,1,2
n2764,4,7
n1432,1,2
n2763,2,2
n1435,1,2
n2766,2,5
n1434,1,2
n2765,2,8
test_si16,0,0
test_si17,0,0
test_si18,0,0
test_si19,0,0
test_si10,0,0
n1420,1,2
n2751,2,5
test_si11,0,0
n2750,2,8
test_si12,0,0
test_si13,0,0
test_si14,0,0
test_si15,0,0
n1426,1,3
n2757,2,3
n1425,1,3
n2756,2,6
n1428,1,2
n2759,2,4
n1427,1,3
n2758,2,5
n1422,1,2
n2753,2,4
n1421,1,2
n2752,2,8
n1424,1,2
n2755,2,5
n1423,1,2
n2754,2,5
g979,4,8
n1429,1,2
test_si49,0,0
g2079,4,8
test_si41,0,0
n2782,2,5
test_si42,0,0
n1450,1,3
n2781,3,5
test_si43,0,0
n1453,1,4
n2784,4,14
test_si44,0,0
n1452,1,4
n2783,4,14
test_si45,0,0
test_si46,0,0
test_si47,0,0
n2780,3,9
test_si48,0,0
n2789,2,6
n1455,1,4
n2786,2,3
n1454,1,4
n2785,2,5
test_si50,0,0
n1457,1,4
n2788,2,6
test_si51,0,0
n1456,1,4
n2787,2,5
test_si38,0,0
g996,4,7
test_si39,0,0
g2084,4,10
g2089,4,8
g990,4,8
test_si30,0,0
n1440,1,2
n2771,2,6
test_si31,0,0
n2770,2,5
test_si32,0,0
n1442,1,2
n2773,2,5
test_si33,0,0
n1441,1,2
n2772,2,3
test_si34,0,0
test_si35,0,0
test_si36,0,0
test_si37,0,0
n1448,1,2
n2779,4,14
n1447,1,2
n2778,2,6
n1449,1,2
n1444,1,2
n2775,3,7
n1443,1,2
n2774,2,4
n1446,1,2
n2777,4,16
test_si40,0,0
n1445,1,2
n2776,5,12
g2051,4,9
n1473,1,2
n1472,1,2
n1475,1,4
n1474,1,3
n1471,1,2
n1470,1,2
n1477,1,3
n1476,1,3
n1479,1,3
n1478,1,3
g2060,4,9
g2066,4,9
n2793,2,2
n1461,1,1
n2792,3,11
n1464,1,2
n2795,2,6
n2794,2,3
n2791,2,4
n2790,2,5
n1469,1,3
n1466,1,2
n2797,3,11
n1465,1,4
n2796,3,12
n1468,1,3
n2799,2,8
n1467,1,3
n2798,5,15
g2070,4,10
n1497,1,3
g4698,4,8
n1496,1,2
n1490,1,2
n1492,1,1
n1499,1,3
n1498,1,2
g2040,4,9
n1484,1,2
n1483,1,3
g2047,4,9
n1486,1,2
n1485,1,4
n1480,1,3
n1482,1,3
n1481,1,3
n1488,1,2
n1487,1,2
n1489,1,2
g1041,4,10
g2370,4,8
g2375,4,10
n6601,1,1
n6600,1,1
g1046,4,6
n6609,1,1
n6608,1,1
n6607,1,1
n6606,1,1
n6605,1,1
n6604,1,1
n6603,1,1
n6602,1,1
g1052,4,8
g2380,4,8
g2384,4,8
g2389,4,8
g3680,4,8
g3684,4,6
g2351,4,9
g3689,4,8
g2357,4,9
n6623,1,1
n6622,1,1
g1024,4,10
n6621,1,1
n6620,1,1
n6629,1,1
n6628,1,1
n6627,1,1
n6626,1,1
n6625,1,1
n6624,1,1
g1030,4,10
g2361,4,10
g3694,4,8
n6612,1,1
n6611,1,1
g3698,4,7
n6610,1,1
g1036,4,8
n6619,1,1
n6618,1,1
n6617,1,1
n6616,1,1
n6615,1,1
n6614,1,1
n6613,1,1
g2331,4,9
n5313,4,8
n6645,1,1
n5314,4,8
n6644,1,1
g1002,4,6
n5311,4,9
n6643,1,1
n5312,4,8
n6642,1,1
g1008,4,8
n6641,1,1
n5310,4,9
n6640,1,1
g2338,4,9
n5319,4,8
n5317,4,8
n6649,1,1
n5318,4,6
n6648,1,1
n5315,4,8
n6647,1,1
n5316,4,8
n6646,1,1
n5302,4,8
n6634,1,1
n5303,4,8
n6633,1,1
n5300,4,9
n6632,1,1
n5301,4,4
n6631,1,1
n6630,1,1
g1018,4,10
n5308,4,10
n5309,4,10
n6639,1,1
n5306,4,10
n6638,1,1
n5307,4,6
n6637,1,1
n5304,4,8
n6636,1,1
n5305,4,8
n6635,1,1
n4004,2,3
n5335,4,10
n6667,1,1
g4975,4,6
n4005,2,5
n5336,4,10
n6666,1,1
n4002,3,12
n5333,4,10
n6665,1,1
n4003,2,5
n5334,4,10
n6664,1,1
n4000,2,5
n5331,4,10
n6663,1,1
n4001,2,3
n5332,4,10
n6662,1,1
g2315,4,8
n6661,1,1
n5330,4,10
n6660,1,1
g2319,4,9
n4008,2,3
n5339,4,10
n4009,2,6
n4006,2,3
n5337,4,10
n6669,1,1
n4007,2,5
n5338,4,10
n6668,1,1
g4983,4,8
n5324,4,8
n6656,1,1
n5325,4,5
n6655,1,1
n5322,4,8
n6654,1,1
n5323,4,6
n6653,1,1
n5320,4,8
n6652,1,1
n5321,4,8
n6651,1,1
n6650,1,1
g2327,4,8
n5328,4,8
n5329,4,4
n6659,1,1
n6658,1,1
n5327,4,8
n6657,1,1
g34442,6,15
n6681,1,1
g34443,6,16
n5350,4,9
n6680,1,1
g34440,4,10
g34441,6,15
g34446,6,15
g4950,4,8
g34447,6,16
g34444,6,15
g34445,6,15
n4026,3,5
n5357,4,7
n4027,2,3
n5358,4,8
n4024,3,5
n5355,4,3
n4025,3,5
n5356,4,7
n4022,2,3
n5353,4,7
n4023,3,5
n5354,4,7
n6684,1,0
n4020,2,8
n5351,4,7
n6683,1,0
g4955,4,8
n4021,3,5
n5352,4,7
n6682,1,0
n4028,3,5
n5359,4,9
n4029,3,5
g34448,6,15
g34449,2,4
n6670,1,1
g34435,0,0
g4961,4,8
g34436,2,5
n4015,2,3
n5346,4,10
n6678,1,1
g2303,4,8
n4016,3,5
n5347,4,8
n6677,1,1
n4013,2,3
n5344,4,10
n6676,1,1
n4014,2,8
n5345,4,10
n6675,1,1
n4011,2,2
n5342,4,7
n6674,1,1
g2307,4,8
n4012,2,6
n5343,4,8
n6673,1,1
n5340,4,10
n6672,1,1
g4966,4,10
n4010,2,3
n5341,4,8
n6671,1,1
g3639,4,8
n4019,3,5
n4017,2,8
n5348,4,8
n4018,3,5
n5349,4,8
n6679,1,1
g34439,6,15
g34437,2,5
g34438,6,15
g34464,6,17
n4040,2,3
n5371,4,9
g34465,6,13
n5372,4,9
g34462,4,10
g34463,4,9
n5370,4,9
g34468,6,17
g34466,4,10
g34467,4,9
n4048,2,6
n5379,4,6
n4049,2,6
n4046,4,12
n5377,4,10
n4047,5,20
n5378,4,10
g34460,4,12
n4044,3,10
n5375,4,9
g34461,6,13
n4045,5,12
n5376,4,9
n5373,4,5
g4933,4,8
n4043,3,10
n5374,4,9
g4939,4,8
g3606,4,10
g34453,6,13
n5360,4,6
g34454,4,9
n4030,3,5
n5361,4,10
g34451,4,9
g34452,4,9
g34457,6,19
g34458,4,14
g34455,6,15
g34456,6,15
n4037,2,5
n5368,4,8
n4038,2,3
n5369,4,10
g3610,4,10
n4035,2,5
n5366,4,7
n4036,2,3
n5367,4,8
n4033,2,3
n5364,4,7
g34450,6,13
n4034,3,12
n5365,4,6
g3614,4,10
n4031,3,5
n5362,4,7
g4944,4,8
n4032,2,5
n5363,4,7
n4039,2,5
g34459,4,8
n4062,2,8
n5393,4,10
n4063,2,5
n5394,4,10
n4060,2,6
n5391,4,8
n4061,2,6
n5392,4,6
n5390,4,6
n4068,2,8
n5399,4,10
n4069,2,4
n4066,3,8
n5397,4,10
n4067,3,9
n5398,4,10
g4912,4,10
n4064,2,6
n5395,4,10
n4065,4,10
n5396,4,10
g4917,4,8
n4051,2,8
n5382,4,8
n4052,2,8
n5383,4,8
n5380,4,8
n4050,3,9
n5381,4,7
g11770,4,8
g23759,4,7
n4059,5,20
n4057,2,6
n5388,4,8
n4058,5,20
n5389,4,8
n4055,4,12
n5386,4,8
n4056,5,12
n5387,4,8
n4053,2,6
n5384,4,8
g4922,4,10
n4054,5,20
n5385,4,8
g4927,4,10
n4084,2,8
n4085,2,2
n4082,2,5
n4083,4,9
n4080,2,8
g34425,2,7
n4081,2,4
n4088,2,8
n4089,4,10
n4086,4,10
n4087,3,9
n1810,1,2
n1818,1,2
n1817,1,2
n1816,1,2
n4073,2,2
n4074,4,10
n4071,4,9
n4072,2,8
n4070,2,5
n4079,3,9
n4077,4,10
n4078,3,8
n4075,3,9
n4076,2,8
g4907,4,10
n1800,1,3
n1802,1,3
n1801,1,2
n1809,1,2
g33079,5,17
g33070,4,12
n1712,1,3
n1713,1,3
n1719,1,2
n1715,1,4
g33065,4,12
g33068,4,8
g33067,4,9
g33069,4,14
g33060,4,12
g33062,4,9
g33064,4,14
g33063,4,8
n1701,1,3
n1700,1,2
n1703,1,2
n1702,1,2
n1705,1,3
n1704,1,3
n1707,1,2
g17845,4,8
g7243,4,10
g7245,4,10
n1730,1,2
n1732,1,2
n1731,1,2
g7257,4,8
g7260,4,8
n1727,1,2
n1726,1,4
n1729,1,2
n1728,1,2
g33033,4,14
g33032,4,8
g33035,5,12
g33034,4,12
g33037,3,7
g33036,3,7
g33039,3,7
g33038,3,7
g33031,4,9
n1755,1,2
n1757,1,2
n1751,1,2
n1759,1,2
g33022,4,8
g33021,6,12
g33024,6,12
g33023,4,11
g33026,4,9
g33028,4,14
g33027,4,8
n1745,1,3
n1744,1,2
n1747,1,2
n1740,1,4
n1743,1,3
n1742,1,3
g33029,4,12
n1749,1,2
n1748,1,2
g33055,4,12
g33054,4,14
g33057,4,9
g33059,4,14
g33058,4,8
n1770,1,3
g34383,3,7
g33050,4,12
g33053,4,8
g33052,4,9
n1776,1,2
n1775,1,3
g33044,5,9
g33043,3,7
g17813,4,8
g33046,6,13
g33045,3,7
g33048,4,8
g33047,4,9
g33049,4,14
n1761,1,2
g33040,5,9
g33042,3,7
g33041,3,7
n1762,1,3
g17819,4,4
n1791,1,3
n1794,1,2
n1793,1,3
n1790,1,3
n1795,1,2
n1788,1,2
g1087,4,8
g1094,4,8
g17871,4,8
g9817,4,8
g2393,4,8
g1061,4,8
g2399,4,8
g1070,4,8
g3582,4,10
g2250,4,8
g3586,4,10
g2255,4,8
g2259,4,8
g3590,4,10
g3594,4,10
g2269,4,9
g3598,4,6
g10527,4,10
g4894,4,8
g3562,4,10
g2236,4,8
g4899,4,10
n6502,1,1
n6501,1,1
g3566,4,6
n6500,1,1
n6509,1,1
n6508,1,1
n6507,1,1
n6506,1,1
n6505,1,1
n6504,1,1
n6503,1,1
g3570,4,10
g3574,4,10
g2241,4,10
g3578,4,10
g2246,4,8
g3542,4,10
g4871,4,6
g3546,4,10
n6524,1,1
n6523,1,1
n6522,1,1
n6521,1,1
n6520,1,1
g4878,4,2
g2217,4,9
n6529,1,1
n6528,1,1
n6527,1,1
n6526,1,1
n6525,1,1
g3550,4,10
g4888,4,8
n6513,1,1
n6512,1,1
g2223,4,9
n6511,1,1
g3554,4,10
n6510,1,1
g2227,4,10
g3558,4,10
n6519,1,1
n6518,1,1
n6517,1,1
n6516,1,1
n6515,1,1
n6514,1,1
n5214,3,8
n6546,1,1
g4854,4,8
n5215,2,3
n6545,1,1
g3522,4,8
n5212,4,13
n6544,1,1
n5213,2,7
n6543,1,1
g4859,4,10
n5210,4,13
n6542,1,1
g14096,4,8
n5211,2,4
n6541,1,1
n6540,1,1
n5218,3,7
n5219,3,9
n6549,1,1
n5216,2,8
n6548,1,1
n5217,2,8
n6547,1,1
g10500,4,10
g3530,4,8
n5203,4,15
n6535,1,1
g2204,4,5
n5204,4,9
n6534,1,1
g4864,4,6
n5201,3,8
n6533,1,1
n5202,3,11
n6532,1,1
n6531,1,1
g3538,4,10
g2208,4,9
n5200,2,2
n6530,1,1
n5209,4,13
n5207,3,6
n6539,1,1
n5208,3,7
n6538,1,1
n5205,2,8
n6537,1,1
n5206,2,5
n6536,1,1
n6560,1,1
n5236,3,8
n6568,1,1
n5237,2,3
n6567,1,1
g4831,4,10
n5234,4,13
n6566,1,1
n5235,2,7
n6565,1,1
g3506,4,6
n5232,2,2
n6564,1,1
g4836,4,8
n5233,2,4
n6563,1,1
n5230,3,7
n6562,1,1
n5231,4,13
n6561,1,1
n5238,2,8
g21245,4,10
n5239,2,8
n6569,1,1
n5225,4,15
n6557,1,1
g3512,4,8
g4843,4,8
n5226,4,9
n6556,1,1
n5223,3,8
n6555,1,1
n5224,3,11
n6554,1,1
n5221,2,5
n6553,1,1
n5222,2,2
n6552,1,1
n6551,1,1
n5220,2,8
n6550,1,1
g3518,4,8
g4849,4,10
n5229,3,6
n5227,2,8
n6559,1,1
n5228,2,5
n6558,1,1
n5250,4,14
n6582,1,1
n5251,2,8
n6581,1,1
n6580,1,1
n5258,2,8
n5259,2,6
n6589,1,1
n5256,4,16
n6588,1,1
n5257,2,8
n6587,1,1
n5254,2,8
n6586,1,1
n5255,4,16
n6585,1,1
n5252,2,8
n6584,1,1
n5253,4,14
n6583,1,1
g4818,4,8
n6571,1,1
n5240,2,5
n6570,1,1
n5247,2,8
n6579,1,1
g4821,4,10
n5248,3,7
n6578,1,1
n5245,2,5
n6577,1,1
n5246,4,12
n6576,1,1
g4826,4,10
n5243,2,8
n6575,1,1
n5244,2,8
n6574,1,1
n5241,3,7
n6573,1,1
n5242,3,5
n6572,1,1
n5249,2,8
g21270,4,7
g8398,4,4
n5278,4,9
n5279,4,9
n5276,4,9
n5277,4,9
n5274,4,8
n5275,4,10
n5261,2,6
n6593,1,1
n5262,3,9
n6592,1,1
n6591,1,1
n5260,2,8
n6590,1,1
n5267,4,11
n6599,1,1
n6598,1,1
n5265,2,8
n6597,1,1
n5266,4,11
n6596,1,1
n5263,2,5
n6595,1,1
n5264,3,12
n6594,1,1
n5294,4,6
n5295,4,10
n5292,4,10
n5293,4,10
n5290,4,8
n5291,4,10
n5298,4,8
n5299,4,9
n5296,4,10
n5297,4,10
n5283,4,2
n5284,4,10
n5281,4,4
n5282,4,6
n5280,4,8
n5289,4,8
n5287,4,8
n5288,4,10
n5285,4,10
n5286,4,8
n5195,2,5
n5196,3,7
n5193,2,8
n5194,5,17
g8475,4,5
n5191,2,6
n5192,4,16
n5190,2,8
n5199,2,5
n5197,3,9
n5198,2,8
n2922,2,6
n2921,4,10
n2924,4,10
n2923,2,5
n2920,2,5
n2929,3,10
n2926,4,10
n2925,2,6
n2928,4,11
n2927,2,6
g16627,4,8
n5184,5,17
n5185,2,8
n5182,4,16
g16624,4,8
n5183,2,8
n5180,2,8
n5181,2,6
n5188,2,8
n5189,5,17
n5186,2,6
n5187,4,16
n2911,2,3
n2910,3,12
n2913,2,6
n2912,2,2
n2919,2,6
n2918,4,10
n2915,3,12
n2914,3,12
n2917,3,5
n2916,5,17
n1613,1,3
n2944,4,10
n1612,1,3
n2943,2,5
n2946,2,5
n2945,2,6
n2940,3,5
n1611,1,2
n2942,2,6
n2941,4,10
n2948,2,6
n2947,4,10
n2949,4,10
n1602,1,3
n2933,3,12
n1601,1,3
n2932,2,4
n1604,1,2
n2935,2,2
n2934,2,3
n1600,1,3
n2931,2,8
n2930,2,2
n1609,1,2
n1606,1,2
n2937,3,12
n1605,1,3
n2936,2,6
n1608,1,2
n2939,5,17
n1607,1,2
n2938,3,12
n2960,3,12
n1635,1,2
n2966,2,2
n1634,1,2
n2965,2,3
n2968,2,6
n2967,4,10
n2962,5,17
n2961,3,12
n2964,4,10
n2963,3,5
n2969,2,5
g21176,4,6
n1624,1,2
n2955,2,4
n2954,2,8
n2957,2,3
n1625,1,2
n2956,3,12
n2951,4,11
n2950,2,6
n1622,1,2
n2953,2,2
n1621,1,2
n2952,3,10
n2959,2,6
n2958,2,2
g9743,4,6
g9741,4,8
n2980,2,6
n2982,2,6
n1650,1,3
n2981,2,6
g8416,4,5
n2988,5,11
n2987,4,10
n2989,2,6
n2983,2,8
n1655,1,2
n2986,3,10
g16603,4,8
n1640,1,3
n2971,2,6
n2970,4,10
n2977,2,8
n1645,1,2
n2976,2,6
n1648,1,4
n2979,2,6
n2978,3,4
n2973,4,10
n1641,1,3
n2972,2,5
n2975,4,10
n2974,2,6
n1670,1,2
g16693,4,8
n1679,1,2
n1678,1,2
n1675,1,2
n1674,1,2
n1676,1,2
g8403,4,8
n1660,1,2
n2991,2,6
n2990,2,6
n2993,4,10
n1661,1,2
n2992,2,6
n1668,1,3
n2999,3,9
n2998,3,9
n1669,1,2
n2995,3,9
n2994,3,9
n1666,1,2
n2997,4,12
n2996,4,10
n1693,1,2
n1692,1,3
n1695,1,3
n1694,1,2
n1696,1,2
n1682,1,2
n1681,1,2
n1680,1,2
n1686,1,4
g16659,4,8
g2295,4,8
g16656,4,8
g2299,4,10
g2273,4,4
g2279,4,8
g2287,4,7
g16686,4,8
g1283,4,7
g34600,6,15
g34601,4,5
n5511,4,9
n5512,4,9
n5510,4,9
n5519,4,10
n5517,4,10
n5518,4,10
n5515,4,8
n5516,4,4
n5513,4,9
n5514,4,9
g34604,6,13
g34605,6,13
g34602,2,5
g34603,4,8
g34608,6,13
g34609,6,13
g34606,4,8
g34607,6,13
g1291,4,2
g1296,4,7
n5508,4,9
n5509,4,9
n5506,4,10
n5507,4,9
n5504,4,9
n5505,4,9
n5503,4,5
g34622,6,13
g34623,6,13
g34620,6,13
g1263,4,10
g34621,6,13
g2599,4,9
n4202,2,7
n5533,4,8
n4203,3,12
n5534,4,10
g1266,4,8
n4200,2,6
n5531,4,4
n4201,2,6
n5532,4,8
n5530,4,8
n4208,2,6
n5539,4,8
n4209,2,3
n4206,3,12
n5537,4,10
n4207,2,4
n5538,4,10
n4204,2,4
n5535,4,10
n4205,4,9
n5536,4,10
g34626,4,8
g34627,4,8
g34624,6,13
g34625,4,8
g34628,6,13
g34629,6,13
g1270,4,10
g34611,6,13
g34612,6,13
g34610,6,13
g1274,4,10
n5522,4,10
n5523,4,9
g1277,4,6
n5520,4,8
n5521,4,10
n5528,4,8
n5529,4,8
n5526,4,8
n5527,4,8
n5524,4,9
n5525,4,9
g34615,6,13
g34616,6,13
g34613,3,7
g34614,3,7
g34619,6,13
g34617,6,13
g34618,6,13
g2571,4,8
g1246,4,7
n4224,2,6
n5555,4,10
n4225,2,3
n5556,4,10
n4222,5,13
n5553,4,10
n4223,2,4
n5554,4,10
n4220,2,7
n5551,4,10
n4221,2,7
n5552,4,6
g1249,4,6
n5550,4,10
n4228,3,6
n5559,4,10
n4229,4,9
n4226,2,6
n5557,4,10
n4227,2,5
n5558,4,10
g1252,4,10
g2583,4,8
n4213,3,6
n5544,4,10
n4214,4,9
n5545,4,10
n4211,2,6
n5542,4,8
g1256,4,10
g2587,4,9
n4212,2,4
n5543,4,9
n5540,4,10
n4210,2,8
n5541,4,8
g1259,4,10
n4219,3,9
n4217,3,6
n5548,4,8
n4218,4,11
n5549,4,10
n4215,2,8
n5546,4,2
n4216,2,2
n5547,4,6
n5570,4,6
g1221,4,6
g3881,4,8
g2555,4,7
n4246,2,2
n5577,4,8
n4247,3,6
n5578,4,9
n4244,4,9
n5575,4,6
n4245,2,8
n5576,4,6
n4242,2,4
n5573,4,6
n4243,3,6
n5574,4,6
n4240,2,3
n5571,4,6
n4241,2,6
n5572,4,6
n4248,4,11
n5579,4,8
n4249,3,9
g2563,4,8
g3893,4,10
n4235,2,7
n5566,4,8
g3897,4,10
g2567,4,10
g1236,4,8
n4236,2,7
n5567,4,4
n4233,4,11
n5564,4,8
n4234,3,9
n5565,4,8
n4231,2,2
n5562,4,8
n4232,3,6
n5563,4,8
n5560,4,10
n4230,2,8
n5561,4,10
n4239,2,6
n4237,5,13
n5568,4,8
n4238,2,4
n5569,4,8
n4260,2,8
n5591,4,8
n4261,2,2
n5592,4,8
n5590,4,8
g2533,4,8
n4268,2,4
n5599,4,8
n4269,2,6
g3863,4,8
n4266,2,7
n5597,4,10
n4267,5,13
n5598,4,10
g2537,4,5
n4264,3,9
n5595,4,8
n4265,2,7
n5596,4,9
n4262,3,6
n5593,4,8
g1205,4,6
n4263,4,11
n5594,4,8
n5580,4,8
n4250,2,7
n5581,4,8
g2541,4,8
n4257,2,4
n5588,4,8
n4258,3,6
n5589,4,4
g20049,4,6
n4255,2,3
n5586,4,8
g3873,4,8
n4256,2,6
n5587,4,8
n4253,2,4
n5584,4,8
n4254,2,6
n5585,4,8
n4251,2,7
n5582,4,8
g2547,4,8
g1216,4,8
n4252,5,13
n5583,4,8
n4259,4,9
n4282,5,13
n4283,3,12
n4280,2,7
n4281,2,7
n4288,2,8
n4289,2,5
n4286,6,24
n4287,4,12
g3845,4,9
n4284,4,14
g2514,4,8
n4285,2,8
g3849,4,8
g2518,4,8
n4271,2,6
n4272,2,4
n4270,2,3
n4279,3,9
g3853,4,8
g2523,4,4
n4277,3,6
n4278,4,11
n4275,2,8
g3857,4,6
g2527,4,8
n4276,2,2
n4273,3,6
n4274,4,9
g34640,6,13
g34641,6,13
g34644,4,8
g6098,4,8
g34645,4,8
g34642,6,13
g34643,4,8
g3821,4,8
g3827,4,8
g34649,4,9
g34646,4,8
g34647,4,8
n4293,3,6
g34630,6,13
n4294,2,5
n4291,4,15
n4292,3,12
g34633,4,8
g34634,6,13
n4290,3,12
g34631,6,13
g34632,6,13
g3831,4,8
n4299,3,12
g2504,4,8
n4297,5,16
g3835,4,8
n4298,2,5
n4295,3,12
n4296,2,9
g2509,4,10
g34637,6,13
g34638,4,8
g34635,6,13
g34636,6,13
g34639,6,13
g3802,4,8
g3808,4,10
g3813,4,8
g3817,4,9
g34657,4,9
g6177,4,8
g3901,4,6
n1954,1,2
g3905,4,10
g3909,4,10
n1952,1,2
g6181,4,8
g16748,4,8
